,names,forms,pulici_ryha,lekova_forma,barva,tvar,konvexita,velikost,imprint
425,"Ozempic 0,25 mg injekční roztok v předplněném peru
Ozempic 0,5 mg injekční roztok v předplněném peru
Ozempic 1 mg injekční roztok v předplněném peru","Injekční roztok (injekce).
Čirý a bezbarvý či téměř bezbarvý izotonický roztok; pH = 7,4.",False,injekční roztok (injekce),"bezbarvý, bezbarvý",roztok,roztok,,
426,"Byetta 5 mikrogramů injekční roztok v předplněném peru
Byetta 10 mikrogramů injekční roztok v předplněném peru","Injekční roztok (injekce).
Čirý bezbarvý roztok.",False,injekční roztok (injekce),bezbarvý,roztok,roztok,,
427,Viant prášek pro infuzní roztok,"Prášek pro infuzní roztok
Žluto-oranžový koláč nebo prášek",False,prášek pro infuzní roztok,"žluto-, oranžový",roztok,roztok,,
428,"Perindopril/Amlodipine STADA 4 mg/5 mg tablety
Perindopril/Amlodipine STADA 4 mg/10 mg tablety
Perindopril/Amlodipine STADA 8 mg/5 mg tablety
Perindopril/Amlodipine STADA 8 mg/10 mg tablety","Tableta.
Perindopril/Amlodipine STADA 4 mg/5 mg jsou bílé až téměř bílé, oválné, bikonvexní tablety o
rozměrech 5 mm x 9 mm, s označením 4|5 na jedné straně
Perindopril/Amlodipine STADA 4 mg/10 mg jsou bílé až téměř bílé , bikonvexní tablety čtvercového
tvaru o straně velikosti 8 mm , s označením 4|10 na jedné straně
Perindopril/Amlodipine STADA 8 mg/5 mg jsou bílé až téměř bílé, bikonvexní tablety ve tvaru
trojúhelníku o hraně 9 mm, s označením 8|5 na jedné straně
Perindopril/Amlodipine STADA 8 mg/10 mg jsou bílé až téměř bílé, kulaté, bikonvexní tablety o
průměru 9 mm, s označením 8|10 na jedné straně",False,tableta,"bílé, bílé, bílé, bílé, bílé, bílé, bílé, bílé",oválné,bikonvexní,"['5 mm', '9 mm', '8 mm', '9 mm', '9 mm']",
429,"Metformin Teva 500 mg potahované tablety
Metformin Teva 850 mg potahované tablety","Potahovaná tableta
500 mg:
Bílé až téměř bílé potahované tablety oválného tvaru, s vyraženým „93“ na jedné straně a „48“ na
druhé straně.
850 mg:
Bílé až téměř bílé potahované tablety oválného tvaru, s vyraženým „93“ na jedné straně a „49“ na
druhé straně.",False,potahovaná tableta,"bílé, bílé, bílé, bílé",oválného,,,"„93“, „48“, „93“, „49“"
430,"Tonanda 2 mg/5 mg/0,625 mg tablety
Tonanda 4 mg/5 mg/1,25 mg tablety
Tonanda 4 mg/10 mg/1,25 mg tablety
Tonanda 8 mg/5 mg/2,5 mg tablety
Tonanda 8 mg/10 mg/2,5 mg tablety","Tableta.
Tonanda 2 mg/5 mg/0,625 mg tablety: Bílé až téměř bílé, oválné, bikonvexní tablety s půlicí rýhou na
jedné straně o délce 9 mm. Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv
její rozdělení na stejné dávky.
Tonanda 4 mg/5 mg/1,25 mg tablety: Bílé až téměř bílé, kulaté, mírně bikonvexní tablety se
zkosenými hranami o průměru 7 mm.
Tonanda 4 mg/10 mg/1,25 mg tablety: Bílé až téměř bílé, oválné, bikonvexní tablety s půlicí rýhou na
jedné straně o délce 12 mm. Tabletu lze rozdělit na stejné dávky.
Tonanda 8 mg/5 mg/2,5 mg tablety: Bílé až téměř bílé, kulaté, bikonvexní tablety se zkosenými
hranami o průměru 9 mm.
Tonanda 8 mg/10 mg/2,5 mg tablety: Bílé až téměř bílé, kulaté, bikonvexní tablety s půlicí rýhou na
jedné straně se zkosenými hranami o průměru 9 mm. Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé, bílé, bílé, bílé, bílé, bílé, bílé, bílé, bílé",oválné,bikonvexní,"['9 mm', '7 mm', '12 mm', '9 mm', '9 mm']",
431,Metformin Teva 1000 mg potahované tablety,"Potahovaná tableta.
Bílé až téměř bílé potahované tablety oválného tvaru s půlící rýhou, s vyraženým „9/3“ na jedné straně
a „72/14“ na druhé straně.
Půlící rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv za účelem dělení dávky.",True,potahovaná tableta,"bílé, bílé",oválného,,,"„9/3“, „72/14“"
432,"Priamlo 4 mg/5 mg tablety
Priamlo 4 mg/10 mg tablety
Priamlo 8 mg/5 mg tablety
Priamlo 8 mg/10 mg tablety","Tableta.
Priamlo 4 mg/5 mg: Bílé až téměř bílé kulaté tablety s vyraženým označením 4/5 na jedné straně (přibližně
7,0 mm).
Priamlo 4 mg/10 mg: Bílé až téměř bílé kulaté tablety s vyraženým označením 4/10 na jedné straně
(přibližně 9,4 mm).
Priamlo 8 mg/5 mg: Bílé až téměř bílé kulaté tablety s vyraženým označením 8/5 na jedné straně (přibližně
9,4 mm).
Priamlo 8 mg/10 mg: Bílé až téměř bílé kulaté tablety s vyraženým označením 8/10 na jedné straně
(přibližně 9,4 mm).",False,tableta,"bílé, bílé, bílé, bílé, bílé, bílé, bílé, bílé",kulaté,,"['7,0 mm', '9,4 mm', '9,4 mm', '9,4 mm']",
433,"Insulatard 40 mezinárodních jednotek/ml injekční suspenze v injekční lahvičce
Insulatard 100 mezinárodních jednotek/ml injekční suspenze v injekční lahvičce
Insulatard Penfill 100 mezinárodních jednotek/ml injekční suspenze v zásobní vložce.
Insulatard InnoLet 100 mezinárodních jednotek/ml injekční suspenze v předplněném peru.
Insulatard FlexPen 100 mezinárodních jednotek/ml injekční suspenze v předplněném peru.","Injekční suspenze.
Suspenze je kalná, bílá a vodná.",False,injekční suspenze,bílá,,,,
434,"CLEXANE 2 000 IU (20 mg)/0,2 ml injekční roztok v předplněné injekční stříkačce
CLEXANE 4 000 IU (40 mg)/0,4 ml injekční roztok v předplněné injekční stříkačce
CLEXANE 6 000 IU (60 mg)/0,6 ml injekční roztok v předplněné injekční stříkačce
CLEXANE 8 000 IU (80 mg)/0,8 ml injekční roztok v předplněné injekční stříkačce
CLEXANE 10 000 IU (100 mg)/1 ml injekční roztok v předplněné injekční stříkačce","Injekční roztok v předplněné injekční stříkačce.
Čirý, bezbarvý až slabě nažloutlý roztok o pH 5,5–7,5",False,injekční roztok v předplněné injekční stříkačce,"bezbarvý, nažloutlý",roztok,roztok,,
435,"Palonosetron Accord 250 mikrogramů, injekční roztok.","Injekční roztok.
Čirý, bezbarvý roztok.
pH: v rozpětí 3,0 až 3,9
Osmolarita: 260-320 mOsm/l",False,injekční roztok,bezbarvý,roztok.,roztok.,,
436,"OCALIVA 5 mg potahované tablety
OCALIVA 10 mg potahované tablety","Potahovaná tableta
OCALIVA 5 mg potahované tablety
Žlutá, kulatá tableta o průměru 8 mm s písmeny „INT“ vyraženými na jedné straně a číslicí „5“
vyraženou na druhé straně.
OCALIVA 10 mg potahované tablety
Žlutá, trojhranná tableta o rozměrech 7,6 mm x 7,4 mm s písmeny „INT“ vyraženými na jedné straně
a číslicí „10“ vyraženou na druhé straně.",False,potahovaná tableta,"žlutá, žlutá",kulatá,,"['8 mm', '7,6 mm', '7,4 mm']","„INT“, „5“, „INT“, „10“"
437,"NATRIUM CHLORATUM BBP 9 mg/ml injekční roztok
2","injekční roztok
Popis přípravku: tekutina čirá, bezbarvá",False,injekční roztok,,roztok,roztok,,
438,"Canocord 4 mg tablety
Canocord 8 mg tablety
Canocord 16 mg tablety
Canocord 32 mg tablety","Tableta.
Canocord 4 mg: bílé, mírně bikonvexní, kulaté tablety o průměru 7 mm se zkosenými hranami a půlicí
rýhou na jedné straně.
Canocord 8 mg: světle růžové, mírně bikonvexní, kulaté tablety o průměru 7 mm se zkosenými
hranami a půlicí rýhou na jedné straně.
Canocord 16 mg: světle růžové, mírně bikonvexní, kulaté tablety o průměru 7 mm se zkosenými
hranami a půlicí rýhou na jedné straně.
Canocord 32 mg: světle růžové, mírně bikonvexní, kulaté tablety o průměru 9 mm se zkosenými
hranami a půlicí rýhou na jedné straně.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, růžové, růžové, růžové",kulaté,bikonvexní,"['7 mm', '7 mm', '7 mm', '9 mm']",
439,"Sensicutan
200 IU/g+3 mg/g
Krém","Krém
Popis přípravku: bílý až nažloutlý krém charakteristického pachu.",False,krém,"bílý, nažloutlý",krém,,,
440,"Tolucombi 40 mg/12,5 mg tablety
Tolucombi 80 mg/12,5 mg tablety","Tableta.
Tolucombi 40 mg/12,5 mg tablety:
Bílé až téměř bílé nebo růžovobílé na jedné straně a mramorovaně růžové na druhé straně, dvouvrstvé
bikonvexní oválné tablety, rozměry tablety 15 mm x 7 mm.
Tolucombi 80 mg/12,5 mg tablety:
Bílé až téměř bílé nebo růžovobílé na jedné straně a mramorovaně růžové na druhé straně, dvouvrstvé
bikonvexní oválné tablety, rozměry tablety 18 mm x 9 mm.",False,tableta,"bílé, bílé, růžovobílé, růžové, bílé, bílé, růžovobílé, růžové",oválné,bikonvexní,"['15 mm', '7 mm', '18 mm', '9 mm']",
441,MINIDIAB 5 mg tablety,"Tablety.
Popis přípravku: téměř bílé tablety o průměru 7 mm s půlící rýhou na jedné straně. Tabletu lze rozdělit na
stejné dávky.",True,tablety,bílé,,,['7 mm'],
442,Sorbifer Durules 320 mg/60 mg tablety s řízeným uvolňováním,"Tableta s řízeným uvolňováním.
Okrově žlutá, mírně konvexní tableta s řízeným uvolňováním čočkovitého tvaru, charakteristické vůně
s nápisem “Z” na jedné straně.",False,tableta s řízeným uvolňováním,žlutá,,konvexní,,
443,"BETAMED 20 mg
Potahované tablety","Potahované tablety
Bílé, kulaté, konvexní, potahované tablety s půlicí rýhou.
Tabletu lze rozdělit na stejné dávky.",True,potahované tablety,bílé,kulaté,konvexní,,
444,"Crestor 5 mg potahované tablety
Crestor 10 mg potahované tablety
Crestor 20 mg potahované tablety
Crestor 40 mg potahované tablety","Potahovaná tableta.
Crestor 5 mg: kulaté tablety žluté barvy s vyraženým „ZD4522“ a „5“ na jedné straně a bez označení na
druhé straně.
Crestor 10 mg: kulaté tablety růžové barvy s vyraženým „ZD4522“ a „10“ na jedné straně a bez označení
na druhé straně.
Crestor 20 mg: kulaté tablety růžové barvy s vyraženým „ZD4522“ a „20“ na jedné straně a bez označení
na druhé straně.
Crestor 40 mg: oválné tablety růžové barvy s vyraženým „ZD4522“ na jedné straně a „40“ na druhé straně.",False,potahovaná tableta,"žluté, růžové, růžové, růžové",kulaté,,,"„ZD4522“, „5“, „ZD4522“, „10“, „ZD4522“, „20“, „ZD4522“, „40“"
445,"Canocord 4 mg tablety
Canocord 8 mg tablety
Canocord 16 mg tablety
Canocord 32 mg tablety","Tableta.
Canocord 4 mg: bílé, mírně bikonvexní, kulaté tablety o průměru 7 mm se zkosenými hranami a půlicí
rýhou na jedné straně.
Canocord 8 mg: světle růžové, mírně bikonvexní, kulaté tablety o průměru 7 mm se zkosenými
hranami a půlicí rýhou na jedné straně.
Canocord 16 mg: světle růžové, mírně bikonvexní, kulaté tablety o průměru 7 mm se zkosenými
hranami a půlicí rýhou na jedné straně.
Canocord 32 mg: světle růžové, mírně bikonvexní, kulaté tablety o průměru 9 mm se zkosenými
hranami a půlicí rýhou na jedné straně.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, růžové, růžové, růžové",kulaté,bikonvexní,"['7 mm', '7 mm', '7 mm', '9 mm']",
446,"NeuroMax forte 100 mg/200 mg/0,2 mg potahované tablety","Potahovaná tableta
Popis přípravku: bílé až světle červené, potahované, kulaté, konvexní tablety s půlicí rýhou.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv za účelem dělení
dávky.",True,potahovaná tableta,"bílé, červené",kulaté,konvexní,,
447,"Betaloc ZOK 25 mg tablety s prodlouženým uvolňováním
Betaloc ZOK 50 mg tablety s prodlouženým uvolňováním
Betaloc ZOK 100 mg tablety s prodlouženým uvolňováním
Betaloc ZOK 200 mg tablety s prodlouženým uvolňováním","Tableta s prodlouženým uvolňováním.
Betaloc ZOK 25 mg: bílé až téměř bílé oválné bikonvexní potahované tablety o rozměrech
5,5 mm x 10,5 mm po obou stranách opatřené půlicí rýhou na jedné straně označené vyraženým „A“
nad „“. Tabletu lze rozdělit na stejné dávky.
Betaloc ZOK 50 mg: bílé až téměř bílé kulaté bikonvexní potahované tablety o průměru 9 mm s půlicí
rýhou na jedné straně a na druhé s vyraženým „A“ nad „mO“. Půlicí rýha má pouze usnadnit dělení
tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
Betaloc ZOK 100 mg: bílé kulaté bikonvexní tablety o průměru 10 mm s půlicí rýhou na jedné straně
a na druhé straně s vyraženým „A“ nad „mS“. Půlicí rýha má pouze usnadnit dělení tablety pro snazší
polykání, nikoliv její rozdělení na stejné dávky.
Betaloc ZOK 200 mg: bílé až téměř bílé oválné bikonvexní potahované tablety rozměrech
8,5 mm x 17 mm na jedné straně s půlicí rýhou a s vyraženým „A“ nad „mY“. Půlicí rýha má pouze
usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.",True,tableta s prodlouženým uvolňováním,"bílé, bílé, bílé, bílé, bílé, bílé, bílé",oválné,bikonvexní,"['5,5 mm', '10,5 mm', '9 mm', '10 mm', '8,5 mm', '17 mm']","„A“, „“, „A“, „mO“, „A“, „mS“, „A“, „mY“"
448,Glucose Fresenius Kabi 20% infuzní roztok,"Infuzní roztok
Popis přípravku: čirý, bezbarvý až slabě nažloutlý roztok",False,infuzní roztok,"bezbarvý, nažloutlý",roztok,roztok,,
449,"NovoRapid 100 jednotek/ml injekční roztok v injekční lahvičce
NovoRapid Penfill 100 jednotek/ml injekční roztok v zásobní vložce
NovoRapid FlexPen 100 jednotek/ml, injekční roztok v předplněném peru
NovoRapid InnoLet 100 jednotek/ml, injekční roztok v předplněném peru
NovoRapid FlexTouch 100 jednotek/ml, injekční roztok v předplněném peru
NovoRapid PumpCart 100 jednotek/ml injekční roztok v zásobní vložce","Injekční roztok.
Vodný roztok, čirý a bezbarvý.",False,injekční roztok,bezbarvý.,roztok.,roztok.,,
450,"Glimepirid Mylan 2 mg tablety
Glimepirid Mylan 3 mg tablety
Glimepirid Mylan 4 mg tablety","Tableta.
Glimepirid Mylan 2 mg
Zelené, ploché, tablety ve tvaru tobolky s „GM“ nad a „2“ pod půlicí rýhou na jedné straně a „G“ nad
a „G“ pod půlicí rýhou na druhé straně.
Glimepirid Mylan 3 mg
Žluté, ploché, tablety ve tvaru tobolky s „GM“ nad a „3“ pod půlicí rýhou na jedné straně a „G“ nad
a „G“ pod půlicí rýhou na druhé straně.
Glimepirid Mylan 4 mg
Modré, ploché, tablety ve tvaru tobolky s „GM“ nad a „4“ pod půlicí rýhou na jedné straně a „G“ nad
a „G“ pod půlicí rýhou na druhé straně.",True,tableta,"zelené, žluté, modré",ploché,tobolky,,"„GM“, „2“, „G“, „G“, „GM“, „3“, „G“, „G“, „GM“, „4“, „G“, „G“"
451,"Fiasp 100 jednotek/ml FlexTouch injekční roztok v předplněném peru
Fiasp 100 jednotek/ml Penfill injekční roztok v zásobní vložce
Fiasp 100 jednotek/ml injekční roztok v injekční lahvičce
Fiasp 100 jednotek/ml PumpCart injekční roztok v zásobní vložce","Fiasp 100 jednotek/ml FlexTouch injekční roztok v předplněném peru
Injekční roztok (FlexTouch).
Fiasp 100 jednotek/ml Penfill injekční roztok v zásobní vložce
Injekční roztok (Penfill).
Fiasp 100 jednotek/ml injekční roztok v injekční lahvičce
Injekční roztok
Fiasp 100 jednotek/ml PumpCart injekční roztok v zásobní vložce.
Injekční roztok (PumpCart).
Vodný roztok, čirý a bezbarvý.",False,fiasp 100 jednotek/ml flextouch injekční roztok v předplněném peru,bezbarvý.,roztok,roztok,,
452,Ardeaelytosol H 1/1 infuzní roztok,"Infuzní roztok
Popis přípravku: čirý, bezbarvý roztok.",False,infuzní roztok,bezbarvý,roztok,roztok,,
453,"Betaloc ZOK 25 mg tablety s prodlouženým uvolňováním
Betaloc ZOK 50 mg tablety s prodlouženým uvolňováním
Betaloc ZOK 100 mg tablety s prodlouženým uvolňováním
Betaloc ZOK 200 mg tablety s prodlouženým uvolňováním","Tableta s prodlouženým uvolňováním.
Betaloc ZOK 25 mg: bílé až téměř bílé oválné bikonvexní potahované tablety o rozměrech
5,5 mm x 10,5 mm po obou stranách opatřené půlicí rýhou na jedné straně označené vyraženým „A“
nad „“. Tabletu lze rozdělit na stejné dávky.
Betaloc ZOK 50 mg: bílé až téměř bílé kulaté bikonvexní potahované tablety o průměru 9 mm s půlicí
rýhou na jedné straně a na druhé s vyraženým „A“ nad „mO“. Půlicí rýha má pouze usnadnit dělení
tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
Betaloc ZOK 100 mg: bílé kulaté bikonvexní tablety o průměru 10 mm s půlicí rýhou na jedné straně
a na druhé straně s vyraženým „A“ nad „mS“. Půlicí rýha má pouze usnadnit dělení tablety pro snazší
polykání, nikoliv její rozdělení na stejné dávky.
Betaloc ZOK 200 mg: bílé až téměř bílé oválné bikonvexní potahované tablety rozměrech
8,5 mm x 17 mm na jedné straně s půlicí rýhou a s vyraženým „A“ nad „mY“. Půlicí rýha má pouze
usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.",True,tableta s prodlouženým uvolňováním,"bílé, bílé, bílé, bílé, bílé, bílé, bílé",oválné,bikonvexní,"['5,5 mm', '10,5 mm', '9 mm', '10 mm', '8,5 mm', '17 mm']","„A“, „“, „A“, „mO“, „A“, „mS“, „A“, „mY“"
454,"Nplate 125 mikrogramů prášek pro injekční roztok
Nplate 250 mikrogramů prášek pro injekční roztok
Nplate 500 mikrogramů prášek pro injekční roztok","Prášek pro injekční roztok (prášek pro injekci).
Prášek je bílý.",False,prášek pro injekční roztok (prášek pro injekci),bílý.,roztok,roztok,,
455,FRAXIPARIN MULTI 9 500 IU/ml Injekční roztok,"Injekční roztok.
Popis přípravku: čirý až slabě opalescentní, bezbarvý nebo slabě žlutý až světle hnědý roztok",False,injekční roztok,"bezbarvý, žlutý, hnědý",roztok.,roztok.,,
456,"Ivabradine Glenmark 2,5 mg potahované tablety
Ivabradine Glenmark 5 mg potahované tablety
Ivabradine Glenmark 7,5 mg potahované tablety","Potahovaná tableta.
Ivabradine Glenmark 2,5 mg potahované tablety
Růžové, kulaté, potahované tablety o průměru cca 6,5 mm, s vyraženým ""I9VB"" na jedné straně a ""2.
5"" na druhé straně.
Ivabradine Glenmark 5 mg potahované tablety
Růžové, kulaté, potahované tablety o průměru cca 8,7 mm, s vyraženým ""I9VB"" a půlicí rýhou na
jedné straně a ""5"" na druhé straně.
Tabletu lze rozdělit na stejné dávky.
Ivabradine Glenmark 7,5 mg potahované tablety
Růžové, kulaté, potahované tablety o průměru cca 9,5 mm, s vyraženým ""I9VB"" na jedné straně a ""7.
5"" na druhé straně.",True,potahovaná tableta,"růžové, růžové, růžové",kulaté,,"['6,5 mm', '8,7 mm', '9,5 mm']","""I9VB"", ""2.
5"", ""I9VB"", ""5"", ""I9VB"", ""7.
5"""
457,"Ventavis 10 mikrogramů/ml roztok k rozprašování
Ventavis 20 mikrogramů/ml roztok k rozprašování","Roztok k rozprašování.
Ventavis 10 mikrogramů/ml roztok k rozprašování
Čirý, bezbarvý roztok.
Ventavis 20 mikrogramů/ml roztok k rozprašování
Čirý, bezbarvý až mírně nažloutlý roztok.",False,roztok k rozprašování,"bezbarvý, bezbarvý, nažloutlý",roztok,roztok,,
458,Amiodaron Hameln 50 mg/ml koncentrát pro injekční/infuzní roztok,"Koncentrát pro injekční/infuzní roztok.
Čirý světle žlutý sterilní roztok prakticky bez viditelných částic.
pH 3,5-4,5",False,koncentrát pro injekční/infuzní roztok,žlutý,roztok.,roztok.,,
459,"Prestance 5 mg/5 mg tablety
[Prestance 5 mg/10 mg tablety]
[Prestance 10 mg/5 mg tablety]
[Prestance 10 mg/10 mg tablety]","Tableta.
Bílá, podlouhlá tableta 8,5 mm dlouhá a 4,5 mm široká s vyraženým 5/5 na jedné straně ana
druhé straně.
[Bílá tableta čtvercového tvaru 8 mm dlouhá a 8 mm široká s vyraženým 5/10 na jedné straně ana
druhé straně.]
[Bílá tableta trojúhelníkového tvaru 9,5 mm x 8,8 mm x 8,8 mm s vyraženým 10/5 na jedné straně a
na druhé straně.]
[Bílá, kulatá tableta o průměru 8,5 mm s vyraženým 10/10 na jedné straně ana druhé straně.]",False,tableta,"bílá, bílá, bílá, bílá",podlouhlá,,"['8,5 mm', '4,5 mm', '8 mm', '8 mm', '9,5 mm', '8,8 mm', '8,8 mm', '8,5 mm']",
460,"Atorvastatin Mylan 10 mg potahované tablety
Atorvastatin Mylan 20 mg potahované tablety
Atorvastatin Mylan 40 mg potahované tablety","Potahovaná tableta.
Bílé, oválné, bikonvexní potahované tablety, přibližně 9,2 mm x 4,7 mm, na jedné straně s vyraženým „10“,
hladká na druhé straně.
Bílé, oválné, bikonvexní potahované tablety, přibližně 11,2 mm x 6,2 mm, na jedné straně a vyraženým
„20“, s půlicí rýhou na druhé straně. Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykaní,
nikoliv její rozdělení na stejné dávky.
Bílé, oválné, bikonvexní potahované tablety, přibližně 14,2 mm x 7,2 mm, na jedné straně a vyraženým
„40“, s půlicí rýhou na druhé straně. Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání,
nikoliv její rozdělení na stejné dávky.",True,potahovaná tableta,"bílé, bílé, bílé",oválné,bikonvexní,"['9,2 mm', '4,7 mm', '11,2 mm', '6,2 mm', '14,2 mm', '7,2 mm']","„10“, „20“, „40“"
461,"AMLORATIO 5 mg tablety
AMLORATIO 10 mg tablety","Tableta
Amloratio 5 mg
Bílé, kulaté tablety, na jedné straně lehce vyduté s půlící rýhou a vyraženým „A5“. Na druhé straně je
tableta lehce vypouklá a hladká.
Tabletu lze rozdělit na stejné dávky.
Amloratio 10 mg
Bílé, kulaté tablety, na jedné straně lehce vyduté s půlící rýhou a vyraženým „A10“. Na druhé straně je
tableta lehce vypouklá a hladká.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé",kulaté,,,"„A5“, „A10“"
462,"Concor COR 2,5 mg potahované tablety
Concor COR 5 mg potahované tablety
Concor COR 10 mg potahované tablety","Potahovaná tableta
Concor COR 2,5 mg: bílé, bikonvexní potahované tablety srdčitého tvaru s půlicí rýhou na obou
stranách.
Concor COR 5 mg: žlutavě bílé, bikonvexní potahované tablety srdčitého tvaru s půlicí rýhou na
obou stranách.
Concor COR 10 mg: bledě oranžové až světle oranžové, bikonvexní potahované tablety srdčitého
tvaru s půlicí rýhou na obou stranách.
Tabletu lze rozdělit na stejné dávky.",True,potahovaná tableta,"bílé, žlutavě, bílé, oranžové, oranžové",srdčitého tvaru,bikonvexní,,
463,"ROVASYN 10 mg potahované tablety
ROVASYN 20 mg potahované tablety
ROVASYN 40 mg potahované tablety","Potahovaná tableta
ROVASYN 10 mg: růžové, kulaté, bikonvexní potahované tablety, s vyražením ‘ROS’ nad ‘10’ na jedné
straně a bez vyražení na druhé straně. Průměr tablety 7 mm.
ROVASYN 20 mg: růžové, kulaté, bikonvexní potahované tablety, s vyražením ‘ROS’ nad ‘20’ na jedné
straně a bez vyražení na druhé straně. Průměr tablety 9 mm.
ROVASYN 40 mg: růžové, oválné, bikonvexní potahované tablety, s vyražením ‘ROS’ na jedné straně
a ‘40’ na druhé straně. Rozměry 6,8 x 11,4 mm.",False,potahovaná tableta,"růžové, růžové, růžové",kulaté,bikonvexní,"['7 mm', '9 mm', '11,4 mm']",
464,Gleperil 8 mg tablety,"Tableta
Bílé, kulaté, bikonvexní tablety, s vyraženým „PP“ na jedné straně a „8“ na druhé straně. Rozměry:
8,00±0,1 mm.",False,tableta,bílé,kulaté,bikonvexní,"['0,1 mm']","„PP“, „8“"
465,"Perindopril/Indapamid Mylan 4 mg/1,25 mg tablety","Tableta.
Perindopril/Indapamid Mylan 4 mg/1,25 mg jsou bílé, bikonvexní tablety ve tvaru tobolky, na jedné straně
vyraženo „PTI“, na druhé straně vyraženo „M2“.",False,tableta,bílé,tobolky,bikonvexní,,"„PTI“, „M2“"
466,"IMODIUM
 tvrdé tobolky","Tvrdé tobolky
 Tvrdé želatinové tobolky neprůsvitné, vrchní část tmavě zelené barvy, spodní část světle
 zelené barvy. Obsah tobolky je bílý až slabě žlutavý prášek.",False,tvrdé tobolky,"zelené, zelené, bílý, žlutavý",tobolky,tobolky,,
467,"Telmisartan/Hydrochlorothiazid Xantis 80 mg/12,5 mg tablety","Tableta.
 Průměr 10,5 mm cca.
 Kulatá dvojvrstvá tableta bílé a růžové barvy",False,tableta,"bílé, růžové",kulatá,,"['10,5 mm']",
468,Metformin Sandoz 1000 mg potahované tablety,"Potahovaná tableta.
Bílá, oválná potahovaná tableta s půlicí rýhou na jedné straně a s vyraženým označením “M 1G” a plochá
na druhé straně.
Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání, nikoliv její rozdělení na stejné dávky.
Rozměry: přibližně 19 mm x 10 mm.",True,potahovaná tableta,bílá,oválná,,"['19 mm', '10 mm']",
469,"Xultophy 100 jednotek/ml + 3,6 mg/ml injekční roztok.","Injekční roztok.
Čirý, bezbarvý, izotonický roztok.",False,injekční roztok,bezbarvý,roztok.,roztok.,,
470,"Telmisartan Xantis 40 mg tablety
Telmisartan Xantis 80 mg tablety","Tableta
Telmisartan Xantis 40 mg: bílé oválené tablety s vyraženým LC na jedné straně, o rozměru přibližně
12,0 mm x 5,9 mm.
Telmisartan Xantis 80 mg: bílé oválné tablety s vyraženým LC na jedné straně, o rozměru přibližně
16,0 mm x 8,0 mm.",False,tableta,"bílé, bílé",oválné,,"['12,0 mm', '5,9 mm', '16,0 mm', '8,0 mm']",
471,Tulip 40 mg potahované tablety,"Potahovaná tableta
Světle žluté, skvrnité, lesklé, kulaté bikonvexní potahované tablety s vyraženým „HLA 40“ na jedné
straně měřící 11,2 mm v průměru.",False,potahovaná tableta,žluté,kulaté,bikonvexní,"['11,2 mm']",„HLA 40“
472,"DEVIPASTA, (450 mg + 370 mg)/g, pasta","Pasta
Poněkud tuhá bílá hmota s charakteristickým zápachem paraformaldehydu",False,pasta,bílá,,,,
473,"Kalium chloratum Léčiva 7,5%
Injekční roztok","Injekční roztok
Popis přípravku: čirý bezbarvý roztok bez viditelných částic.",False,injekční roztok,bezbarvý,roztok,roztok,,
474,"Atorvastatin Xantis 10 mg potahované tablety
Atorvastatin Xantis 20 mg potahované tablety
Atorvastatin Xantis 40 mg potahované tablety
Atorvastatin Xantis 80 mg potahované tablety","Potahovaná tableta.
Atorvastatin Xantis 10/20/40 mg:
Válcovité, bikonvexní, potahované bílé tablety s půlicí rýhou.
Atorvastatin Xantis 80 mg:
Podlouhlé, bikonvexní, potahované bílé tablety s půlicí rýhou. Tabletu lze rozdělit na stejné dávky.",True,potahovaná tableta,"bílé, bílé",podlouhlé,bikonvexní,,
475,Pedea 5 mg/ml injekční roztok,"Injekční roztok.
Čirý, bezbarvý až nažloutlý roztok.",False,injekční roztok,"bezbarvý, nažloutlý",roztok.,roztok.,,
476,"Lantus 100 jednotek/ml injekční roztok v injekční lahvičce
Lantus 100 jednotek/ml injekční roztok v zásobní vložce
Lantus SoloStar 100 jednotek/ml injekční roztok v předplněném peru","Injekční roztok.
Čirý bezbarvý roztok.",False,injekční roztok,bezbarvý,roztok.,roztok.,,
